,asin,num_ratings,photo_url,price,rank,star_rating,title,url,department,page
420,B017T977IM,"15,173","https://images-na.ssl-images-amazon.com/images/I/71uLqBYPQUL._AC_UL300_SR300,200_.jpg",$3.89,21,4.6,"Lion Brand 24/7 Cotton Yarn, Lightweight Yarn for Knitting, Crocheting, and Crafts, Ecru, 1 Pack",https://www.amazon.com/Skein-24-Cotton%C2%AE-Yarn-Ecru/dp/B017T977IM/ref=zg_bs_g_arts-crafts_d_sccl_21/142-7163771-2634156?psc=1,"Arts, Crafts & Sewing",1
421,B002665SYY,"4,533","https://images-na.ssl-images-amazon.com/images/I/61lW2Gj2SHL._AC_UL300_SR300,200_.jpg",$9.99,22,4.8,"Liquitex BASICS Acrylic Paint, 250ml (8.5-oz) Tube, Titanium White",https://www.amazon.com/Liquitex-BASICS-Acrylic-8-45-oz-Titanium/dp/B002665SYY/ref=zg_bs_g_arts-crafts_d_sccl_22/142-7163771-2634156?psc=1,"Arts, Crafts & Sewing",1
422,B08TLK1ZSV,"12,483","https://images-na.ssl-images-amazon.com/images/I/71mrpkslSuL._AC_UL300_SR300,200_.jpg",$9.99,23,4.8,"Fuxi 9"" x 12"" Sketch Book, Top Spiral Bound Sketch Pad, 1 Pack 100 Sheets 68lb/100gsm, Acid Free Art Sketchbook Artistic Drawing Painting Writing Paper for Kids Adults Beginners Artists",https://www.amazon.com/100-Sheets-Sketchbook-Artistic-Painting-Beginners/dp/B08TLK1ZSV/ref=zg_bs_g_arts-crafts_d_sccl_23/142-7163771-2634156?psc=1,"Arts, Crafts & Sewing",1
423,B0CS6QLJMV,"1,548","https://images-na.ssl-images-amazon.com/images/I/81xve+Eql+L._AC_UL300_SR300,200_.jpg",$7.99,24,4.3,"Y'allCanDiy Super Glue for Plastic 20g (.7 oz) - Heavy Duty Glue for Legos & Miniatures. Adhesive for PLA, 3D Printing, Toys, Car, ABS, PVC, DIY Kits.",https://www.amazon.com/YallCanDiy-Plastic-Miniature-Adhesive-Printing/dp/B0CS6QLJMV/ref=zg_bs_g_arts-crafts_d_sccl_24/142-7163771-2634156?psc=1,"Arts, Crafts & Sewing",1
424,B0BBWHFF2W,"5,389","https://images-na.ssl-images-amazon.com/images/I/81-pbEcDR5L._AC_UL300_SR300,200_.jpg",$5.99,25,4.7,"Sewing Kit Basic,Marcoon Needle and Thread Kit with Sewing Supplies and Accessories for Adults,Kids,Beginner,Home,Travel,Emergency Including Scissors,Measure Tape,Needle Threader and More",https://www.amazon.com/Marcoon-Accessories-Traveller-Home%EF%BC%8CEmergency-Including/dp/B0BBWHFF2W/ref=zg_bs_g_arts-crafts_d_sccl_25/142-7163771-2634156?psc=1,"Arts, Crafts & Sewing",1
425,B003A2I5T8,"23,155","https://images-na.ssl-images-amazon.com/images/I/81UVmEEoiAL._AC_UL300_SR300,200_.jpg",$6.99,26,4.8,"Astrobrights/Neenah Bright White Cardstock, 8.5"" x 11"", 65 lb/176 gsm, White, 75 Sheets (90905-02) - Packaging May Vary",https://www.amazon.com/Neenah-Bright-Cardstock-Sheets-90905/dp/B003A2I5T8/ref=zg_bs_g_arts-crafts_d_sccl_26/142-7163771-2634156?psc=1,"Arts, Crafts & Sewing",1
426,B001BKHHGS,"21,525","https://images-na.ssl-images-amazon.com/images/I/61nd20oxCYL._AC_UL300_SR300,200_.jpg",$4.24,27,4.8,"Scotch 8"" Precision Scissors, Great for Everyday Use (1448)",https://www.amazon.com/Scotch-1448-Precision-Scissor-8-Inches/dp/B001BKHHGS/ref=zg_bs_g_arts-crafts_d_sccl_27/142-7163771-2634156?psc=1,"Arts, Crafts & Sewing",1
427,B08KGTFR6T,"8,192","https://images-na.ssl-images-amazon.com/images/I/710maH3ubOL._AC_UL300_SR300,200_.jpg",$6.89,28,4.7,"Otylzto Premium Plastic Clips, 100 Pcs with Box, Sewing Notions for Sewing Quilting Supplies Crafting Tools, Assorted Colors for Craft",https://www.amazon.com/Otylzto-Quilting-Supplies-Crafting-Assorted/dp/B08KGTFR6T/ref=zg_bs_g_arts-crafts_d_sccl_28/142-7163771-2634156?psc=1,"Arts, Crafts & Sewing",1
428,B00178QQJ8,"57,166","https://images-na.ssl-images-amazon.com/images/I/719FHcaVnrL._AC_UL300_SR300,200_.jpg",$7.99,29,4.8,"Mod Podge Gloss Sealer, Glue & Finish: All-in-One Craft Solution- Quick Dry, Easy Clean, for Wood, Paper, Fabric & More. Non-Toxic - Craft with Confidence, Made in USA, 16 oz., Pack of 1",https://www.amazon.com/Mod-Podge-Waterbase-16-Ounce-CS11202/dp/B00178QQJ8/ref=zg_bs_g_arts-crafts_d_sccl_29/142-7163771-2634156?psc=1,"Arts, Crafts & Sewing",1
429,B000VXO4L2,"40,260","https://images-na.ssl-images-amazon.com/images/I/81vyIpv8RvL._AC_UL300_SR300,200_.jpg",$8.10,30,4.8,"Elmer's Disappearing Purple School Glue Sticks, Washable, 7 Grams, 30 Count",https://www.amazon.com/Elmers-Disappearing-Purple-Washable-0-24-ounce/dp/B000VXO4L2/ref=zg_bs_g_arts-crafts_d_sccl_30/142-7163771-2634156?psc=1,"Arts, Crafts & Sewing",1
430,B085DP36VF,8252,https://m.media-amazon.com/images/I/516vaNkg0iL._AC_SL500_.jpg,9.99,31,4.5,"Soucolor Art Brush Markers Pens for Adult Coloring Books, Aesthetic Cute School Supplies, 34 Colors Numbered Dual Tip (Brush and Fine Point) Marker Pen for Kids Note taking Planner Calligraphy Drawing",https://www.amazon.com/Fineliner-Lettering-Calligraphy-Sketching-Journaling/dp/B085DP36VF,"Arts, Crafts & Sewing",1
431,B0BQTYYVZH,3359,https://m.media-amazon.com/images/I/31i9+BVpDCL._AC_SL500_.jpg,7.99,32,4.6,"Vanhench Brown Wrapping Paper, Craft Paper, Kraft Paper 17.5""x 1200""(100'), Gift Wrapping Bulletin Board Arts & Crafts, Bouquet Flower Table Covering Poster Packing Shipping Moving Supplies 70GSM 50LB",https://www.amazon.com/Wrapping-Covering-Bulletin-Bouquet-Supplies/dp/B0BQTYYVZH,"Arts, Crafts & Sewing",1
432,B000QTO78Q,13048,https://m.media-amazon.com/images/I/51VqBMT9NnL._AC_SL500_.jpg,4.97,33,4.6,"Mosser Lee ML0560 Spanish Moss, 250 Cubic Inches",https://www.amazon.com/Mosser-Lee-ML0560-Spanish-Moss/dp/B000QTO78Q,"Arts, Crafts & Sewing",1
433,B0CC98XLGL,915,https://m.media-amazon.com/images/I/51ZLw+nThiL._AC_SL500_.jpg,6.15,34,4.4,"HUIRUSO 4 Pack Double Sided Tape Roller, Scrapbook Supplies, Glue Tape Roller for Crafts, Double-Sided Adhesive Tape Runner for Scrapbooking, School Office Journaling Supplies (0.31 in X 26.25 ft)",https://www.amazon.com/Scrapbook-Supplies-Double-Sided-scrapbooking-Journaling/dp/B0CC98XLGL,"Arts, Crafts & Sewing",1
434,B0CDLR2646,685,https://m.media-amazon.com/images/I/51vuAsYeekL._AC_SL500_.jpg,7.99,35,4.4,"Taotree 36 Colors Dual Tip Art Markers Pens for Kids Adult Coloring Books, Artist Fine & Brush Tip Coloring Markers Drawing Pen for Journaling Note Taking Lettering Calligraphy Craft Art Supplies Set",https://www.amazon.com/Taotree-Coloring-Journaling-Lettering-Calligraphy/dp/B0CDLR2646,"Arts, Crafts & Sewing",1
435,B09G2979JS,14142,https://m.media-amazon.com/images/I/61NISgl9z4L._AC_SL500_.jpg,8.99,36,4.7,"Gionlion 6000 Clay Beads Bracelet Making Kit, 24 Colors Flat Preppy Beads for Friendship Bracelets, Polymer Clay Beads with Charms for Jewelry Making, Crafts Gifts for Girls Ages 6-12",https://www.amazon.com/Bracelet-Gionlion-Polymer-Bracelets-Necklace/dp/B09G2979JS,"Arts, Crafts & Sewing",1
436,B08GKQ6BY2,6768,https://m.media-amazon.com/images/I/41pkVrvYGzL._AC_SL500_.jpg,7.99,37,4.3,Klangfeiler® Hemming Tape - 3/4 INCH x 32 Yards - 60GSM Thickness - Extra Strong - Iron-On Hem Tape Adhesive,https://www.amazon.com/Klangfeiler%C2%AE-Hemming-Ironing-Adhesive-Curtains/dp/B08GKQ6BY2,"Arts, Crafts & Sewing",1
437,B01BRGU8R0,58038,https://m.media-amazon.com/images/I/41ANVra+eNL._AC_SL500_.jpg,10.39,38,4.8,"Amazon Basics Stainless Steel Scissors for Office, Crafts, Multipurpose, Sharp, Comfort Grip, PVD Coated, 3 Pack, Multicolor",https://www.amazon.com/Amazon-Basics-Multipurpose-Titanium-Stainless/dp/B01BRGU8R0,"Arts, Crafts & Sewing",1
438,B075L8LCTG,14968,https://m.media-amazon.com/images/I/41Yi6tzMtEL._AC_SL500_.jpg,16.99,39,4.7,"Golden Maple Detail Paint Brushes Set 10pcs Miniature Brushes for Fine Detailing & Art Painting - Acrylic, Watercolor, Oil, Models, 40k",https://www.amazon.com/Detail-Brushes-Miniature-Detailing-Painting/dp/B075L8LCTG,"Arts, Crafts & Sewing",1
439,B0BC878ZRG,1426,https://m.media-amazon.com/images/I/41IXHvZTpDL._AC_SL500_.jpg,8.99,40,4.5,"Krightlink Hot Glue Gun Kit with 30 Glue Sticks, Fast Preheating Hot Melt, High Temp for School Crafts DIY Arts and Quick Home Repairs (20w)",https://www.amazon.com/Krightlink-Sticks-School-Crafts-Repairs/dp/B0BC878ZRG,"Arts, Crafts & Sewing",1
440,B0CJBW9V3P,1963,https://m.media-amazon.com/images/I/41LerxtzzXL._AC_SL500_.jpg,6.98,41,4.6,"Diamond Painting Sealer, Topwey Diamond Painting Adhesive with Applicator Helps retain Your Diamond Sparkle, Also Applicable to Puzzles for Adults (125 ML 4.4 Fl Oz)",https://www.amazon.com/Painting-Topwey-Applicator-Sparkle%EF%BC%8CAlso-Applicable/dp/B0CJBW9V3P,"Arts, Crafts & Sewing",1
441,B088M48Z3G,15512,https://m.media-amazon.com/images/I/51MV5+juS8L._AC_SL500_.jpg,8.99,42,4.7,"anezus Self Healing Sewing Mat, 12inch x 18inch Rotary Cutting Mat Double Sided 5-Ply Craft Cutting Board for Sewing Crafts Hobby Fabric Precision Scrapbooking Project",https://www.amazon.com/Healing-Cutting-Precision-Scrapbooking-Project/dp/B088M48Z3G,"Arts, Crafts & Sewing",1
442,B0CP48JPCH,30247,https://m.media-amazon.com/images/I/51Uq2f8IYQL._AC_SL500_.jpg,7.99,43,4.5,"ARTISTRO 24 Acrylic Paint Pens, Acrylic Paint Markers, Fabric Markers for Textile, Canvas, Rock, Glass, Wood, Paper, Pumpkin, DIY, Paint Markers for Kids and Adults (Dual Tip Dot + Fine, 24)",https://www.amazon.com/ARTISTRO-Colors-Acrylic-Markers-Fabric/dp/B0CP48JPCH,"Arts, Crafts & Sewing",1
443,B0CGVPMJBP,1864,https://m.media-amazon.com/images/I/51zEyhfBRuL._AC_SL500_.jpg,8.99,44,4.5,"30Ft x 1 Inch Hook and Loop Strips with Adhesive, Double Rolls of Heavy Duty Self Adhesive Tape with Backing, Nylon Self Adhesive Tape for Home Office School and Crafting,Black",https://www.amazon.com/Strips-Adhesive-Double-Backing-Crafting/dp/B0CGVPMJBP,"Arts, Crafts & Sewing",1
444,B09QM2DRBV,14067,https://m.media-amazon.com/images/I/31W0pnswKiL._AC_SL500_.jpg,9.99,45,4.7,EASTHILL Big Capacity Pencil Case Large Pencil Pouch Stationery Pen Bag for Teen Girls,https://www.amazon.com/EASTHILL-Capacity-Pencil-Stationery-Girls-Green/dp/B09QM2DRBV,"Arts, Crafts & Sewing",1
445,B0D1G235K1,117,https://m.media-amazon.com/images/I/41APThRMa5L._AC_SL500_.jpg,5.99,46,4.5,"KAMUMU Acrylic Paint Pens - Paint Markers for Wood Rock Metal Plastic, Medium Tip, Quick Drying, Art Supplies - 12 Pack",https://www.amazon.com/KAMUMU-Acrylic-Paint-Markers-Water-Based/dp/B0D1G235K1,"Arts, Crafts & Sewing",1
446,B09QGSGVP3,5404,https://m.media-amazon.com/images/I/4180j7meZ7L._AC_SL500_.jpg,3.99,47,4.6,"Ring Sizer 1-17 REIDEA Measuring Tool with Magnified Glass, Reusable Finger Size Gauge Jewelry Sizing Tool USA Rings Size (Black Sizer Gold Scale)",https://www.amazon.com/Measuring-Reusable-Finger-Jewelry-Sizing/dp/B09QGSGVP3,"Arts, Crafts & Sewing",1
447,B0772XSNXY,117391,https://m.media-amazon.com/images/I/5148Qf4-zkL._AC_SL500_.jpg,8.99,48,4.6,"iBayam Journal Planner Pens Colored Pens, Office School Supplies, Fine Point Markers Drawing Pens Fineliner Pen for Bullet Journaling Scrapbooking Writing Note Taking Calendar Art Sketching, 18 Colors",https://www.amazon.com/Fineliner-Journaling-Calendar-Coloring-Supplies/dp/B0772XSNXY,"Arts, Crafts & Sewing",1
448,B08XQ8836N,12287,https://m.media-amazon.com/images/I/41cyxYoluZL._AC_SL500_.jpg,8.49,49,4.5,"HTVRONT White Permanent Vinyl, White Vinyl for Cricut - 12"" x 14 FT White Adhesive Vinyl Roll for Cricut, Silhouette, Cameo Cutters, Signs, Scrapbooking, Craft, Die Cutters (Glossy White)",https://www.amazon.com/HTVRONT-White-Permanent-Vinyl-Cricut/dp/B08XQ8836N,"Arts, Crafts & Sewing",1
449,B0BHTXDTJ1,857,https://m.media-amazon.com/images/I/516hMxJq1AL._AC_SL500_.jpg,22.95,50,4.6,"Lamare Vision Board Book - 800+ New and Improved Vision Board Pictures and Quotes for Vision Board Kit, Visualize, Inspire and Create Life Goals, Magazine for Vision Board Clip Art and Collage Book",https://www.amazon.com/Lamare-Vision-Board-Book-Visualize/dp/B0BHTXDTJ1,"Arts, Crafts & Sewing",1
450,B0012JQD5Y,"2,099","https://images-na.ssl-images-amazon.com/images/I/617GgGMY8+L._AC_UL300_SR300,200_.jpg",,51,4.7,"Apple Barrel Acrylic Paint in Assorted Colors (2 Ounce), 20504 Black",https://www.amazon.com/Apple-Barrel-Acrylic-Assorted-Colors/dp/B0012JQD5Y/ref=zg_bs_g_arts-crafts_d_sccl_1/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
451,B07CJ6C6B2,"39,396","https://images-na.ssl-images-amazon.com/images/I/61gbBk+MaqL._AC_UL300_SR300,200_.jpg",$4.99,52,4.7,"iBayam Silicone Earring Backs Earring Backings 1200 Pcs Soft Clear Ear Safety Back Pads Backstops Clutch Stopper Replacement for Fish Hook Earring Studs Hoops, Diameter 4mm",https://www.amazon.com/Silicone-Backings-Backstops-Replacement-100Pairs/dp/B07CJ6C6B2/ref=zg_bs_g_arts-crafts_d_sccl_2/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
452,B003JZII34,"5,586","https://images-na.ssl-images-amazon.com/images/I/61uYskMXzTL._AC_UL300_SR300,200_.jpg",$7.61,53,4.7,"Surebonder DT-100 Made in the USA All Purpose Stik-Mini Glue Sticks-All Temperature-5/16""D, 4""L Hot Melt Glue Sticks-100 Sticks per bag, Clear",https://www.amazon.com/Surebonder-DT-100-Sticks-All-Temperature-5-Sticks-100/dp/B003JZII34/ref=zg_bs_g_arts-crafts_d_sccl_3/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
453,B07D4J1MQ4,"27,828","https://images-na.ssl-images-amazon.com/images/I/517YQJNAMeS._AC_UL300_SR300,200_.jpg",$6.99,54,4.4,Paxcoo 1mm Elastic Bracelet String Cord Stretch Bead Cord for Jewelry Making and Bracelet Making White,https://www.amazon.com/Paxcoo-Elastic-Bracelet-Stretch-Jewelry/dp/B07D4J1MQ4/ref=zg_bs_g_arts-crafts_d_sccl_4/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
454,B0B19J9FZM,"4,424","https://images-na.ssl-images-amazon.com/images/I/71I1HOAYmfL._AC_UL300_SR300,200_.jpg",$9.49,55,4.8,"Soucolor 9"" x 12"" Sketch Book, 1-Pack 100 Sheets Spiral Bound Art Sketchbook, (68lb/100gsm) Acid Free Artist Drawing Book Paper Painting Sketching Pad for Kids Students Adults Beginners",https://www.amazon.com/Soucolor-1-Pack-Sketchbook-Painting-Sketching/dp/B0B19J9FZM/ref=zg_bs_g_arts-crafts_d_sccl_5/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
455,B0D8FKD54J,255,"https://images-na.ssl-images-amazon.com/images/I/61HUqXoB3fL._AC_UL300_SR300,200_.jpg",$8.91,56,4.8,"Crehatos 9"" x 12"" Sketch Book, Top Spiral Bound Sketch Pad, 100 Sheets 68lb/100gsm Drawing Paper, 1 Pack",https://www.amazon.com/Crehatos-Sketch-Spiral-Sheets-Drawing/dp/B0D8FKD54J/ref=zg_bs_g_arts-crafts_d_sccl_6/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
456,B09XMTBWB7,"5,659","https://images-na.ssl-images-amazon.com/images/I/A1bSIjyCJnL._AC_UL300_SR300,200_.jpg",$6.98,57,4.4,"KING MOUNTAIN Iron-on Repair Patch 20 Pcs Pack,Denim Patches for Jeans Kit 3"" by 4-1/4"", 100% Cotton Denim Iron-on Repair Patch,Jeans and Clothing Repair and Decoration Kit (Five Color)",https://www.amazon.com/KING-MOUNTAIN-Repair-Clothing-Decoration/dp/B09XMTBWB7/ref=zg_bs_g_arts-crafts_d_sccl_7/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
457,B07KPB38LK,"60,848","https://images-na.ssl-images-amazon.com/images/I/717iQcr6sQL._AC_UL300_SR300,200_.jpg",$13.59,58,4.6,"YRYM HT Clear Vinyl Transfer Paper Tape Roll-12 x 50 FT w/Alignment Grid Application Tape for Silhouette Cameo, Cricut Adhesive Vinyl for Decals,Signs, Windows, Stickers",https://www.amazon.com/YRYM-HT-Alignment-Application-Silhouette/dp/B07KPB38LK/ref=zg_bs_g_arts-crafts_d_sccl_8/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
458,B088K3FQ7W,"39,765","https://images-na.ssl-images-amazon.com/images/I/81p5G4NPQEL._AC_UL300_SR300,200_.jpg",$19.99,59,4.8,"ARTDOT 60 Slots Storage Container for Diamond Art Kits for Adults,Portable Bead Storage Boxes for Diamond Painting Accessories and Tools",https://www.amazon.com/ARTDOT-Containers-Accessories-Shockproof-Rhinestones/dp/B088K3FQ7W/ref=zg_bs_g_arts-crafts_d_sccl_9/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
459,B09Y67FY24,"2,921","https://images-na.ssl-images-amazon.com/images/I/71KjakUWD-L._AC_UL300_SR300,200_.jpg",$9.99,60,4.6,"B7000 Adhesive Rhinestones Glue for Crafts, 2PCS 110ml / 3.7 fl oz B7000 Clear Glue with 5 Dotting Pen Tool, Wax Pencil and Tweezer, Jewelry Glue for DIY Craft Makeup Shoes Jewelry Making Nail Art",https://www.amazon.com/Adhesive-Rhinestones-Dotting-Tweezer-Jewelry/dp/B09Y67FY24/ref=zg_bs_g_arts-crafts_d_sccl_10/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
460,B001A42CTW,"12,275","https://images-na.ssl-images-amazon.com/images/I/41jn4bakM9L._AC_UL300_SR300,200_.jpg",$5.97,61,4.6,"Fiskars SoftGrip Detail Craft Knife - 8"" Exacto Knife for Crafting - Multi-Use Exacto Blade Included with Protective Cover",https://www.amazon.com/Fiskars-Exacto-Precision-Crafts-Protective/dp/B001A42CTW/ref=zg_bs_g_arts-crafts_d_sccl_11/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
461,B07BLS3RBR,"2,327","https://images-na.ssl-images-amazon.com/images/I/71JLFoxPKBL._AC_UL300_SR300,200_.jpg",$34.95,62,4.5,The Woobles Beginners Crochet Kit with Easy Peasy Yarn as seen on Shark Tank - with Step-by-Step Video Tutorials - JoJo The Bunny,https://www.amazon.com/PRE-Order-Woobles-Beginners-Tutorials-Bunny/dp/B07BLS3RBR/ref=zg_bs_g_arts-crafts_d_sccl_12/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
462,B08H579F1W,"44,325","https://images-na.ssl-images-amazon.com/images/I/61VNNLWuEQL._AC_UL300_SR300,200_.jpg",$11.69,63,4.7,EASTHILL Big Capacity Pencil Pen Case Office College School Large Storage High Capacity Bag Pouch Holder Box Organizer Blue (Pink),https://www.amazon.com/EASTHILL-Capacity-College-Storage-Organizer/dp/B08H579F1W/ref=zg_bs_g_arts-crafts_d_sccl_13/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
463,B00MJ8JSFE,"7,549","https://images-na.ssl-images-amazon.com/images/I/61TbDzO158L._AC_UL300_SR300,200_.jpg",$14.82,64,4.8,"Crayola Construction Paper - 480ct (2pck), Bulk School Supplies For Kids, Teacher Classroom Must Have, Art Paper, Arts & Crafts",https://www.amazon.com/Crayola-Construction-Colors-Stocking-Stuffer/dp/B00MJ8JSFE/ref=zg_bs_g_arts-crafts_d_sccl_14/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
464,B079L16LN6,"33,106","https://images-na.ssl-images-amazon.com/images/I/61HYik3yUxS._AC_UL300_SR300,200_.jpg",$13.99,65,4.8,LIVINGO Premium Tailor Scissors Heavy Duty Multi-Purpose Titanium Coating Forged Stainless Steel Sewing Fabric Leather Dressmaking Comfort Grip Shears Professional Crafting (9.5 INCH),https://www.amazon.com/LIVINGO-Multi-Purpose-Stainless-Dressmaking-Professional/dp/B079L16LN6/ref=zg_bs_g_arts-crafts_d_sccl_15/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
465,B01MYAH44E,"8,887","https://images-na.ssl-images-amazon.com/images/I/81bxkh+EYNL._AC_UL300_SR300,200_.jpg",$6.97,66,4.7,"Lion Brand Yarn Wool-Ease Thick & Quick Yarn, Soft and Bulky Yarn for Knitting, Crocheting, and Crafting, 1 Skein, Fossil",https://www.amazon.com/Lion-Brand-Yarn-640-536-Wool-Ease/dp/B01MYAH44E/ref=zg_bs_g_arts-crafts_d_sccl_16/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
466,B09X9DPDBQ,"10,008","https://images-na.ssl-images-amazon.com/images/I/61wlkEkbZkL._AC_UL300_SR300,200_.jpg",$6.99,67,4.6,"Redtwo 5100 Clay Beads Bracelet Making Kit, Flat Preppy Beads for Friendship Jewelry Making,Polymer Heishi Beads with Charms Gifts for Teen Girls Crafts for Girls Ages 8-12",https://www.amazon.com/Redtwo-Bracelet-Making-Jewelry-Polymer/dp/B09X9DPDBQ/ref=zg_bs_g_arts-crafts_d_sccl_17/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
467,B08ZMVBT4F,"9,275","https://images-na.ssl-images-amazon.com/images/I/71g96bR4VrL._AC_UL300_SR300,200_.jpg",$4.99,68,4.7,"NOANTA Natural Macrame Cord 3mm x 109Yards, Beige Macrame Rope, Cotton Cord for Wall Hanging, Plant Hangers, Christmas Crafts, Knitting",https://www.amazon.com/NOANTA-Natural-Macrame-109Yards-Knitting/dp/B08ZMVBT4F/ref=zg_bs_g_arts-crafts_d_sccl_18/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
468,B0CPMFV2ZF,"3,601","https://images-na.ssl-images-amazon.com/images/I/712uLS6bRNL._AC_UL300_SR300,200_.jpg",$17.99,69,4.8,"Sharpie Acrylic Creative Markers, Bullet Tip, Vibrant Assorted Colors, Non-Bleeding Water-Based Ink, Stocking Stuffers, Pack of 12",https://www.amazon.com/SHARPIE-Creative-Markers-Water-Based-Assorted/dp/B0CPMFV2ZF/ref=zg_bs_g_arts-crafts_d_sccl_19/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
469,B0C33QM3KR,"1,401","https://images-na.ssl-images-amazon.com/images/I/71jLDDP78-L._AC_UL300_SR300,200_.jpg",$10.99,70,4.7,"MECHEER Crochet Hooks 12 Sizes Crochet Hook Set, 51 Pack Yarn Crochet Kit for Beginners, Knitting Needles with Ergonomic Handles for Arthritic Hands, Crochet Needle Kit with Blue Case for Crocheters",https://www.amazon.com/MECHEER-Beginners-Ergonomic-Arthritic-Crocheters/dp/B0C33QM3KR/ref=zg_bs_g_arts-crafts_d_sccl_20/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
470,B07QF31BNY,"23,806","https://images-na.ssl-images-amazon.com/images/I/81sxmUgdgfL._AC_UL300_SR300,200_.jpg",$7.99,71,4.5,"Chalk Markers - 8 Vibrant, Erasable, Non-Toxic, Water-Based, Reversible Tips, For Kids & Adults for Glass or Chalkboard Markers for Businesses, Restaurants, Liquid Chalk Markers (Vibrant 6mm)",https://www.amazon.com/Chalk-Markers-Water-Based-Reversible-Restaurants/dp/B07QF31BNY/ref=zg_bs_g_arts-crafts_d_sccl_21/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
471,B07H415XCM,"9,446","https://images-na.ssl-images-amazon.com/images/I/81DgRplpQaL._AC_UL300_SR300,200_.jpg",$7.24,72,4.7,"Amazon Basics Purple Washable School Glue Sticks, Dries Clear, 0.24-oz Stick, 30-Pack",https://www.amazon.com/AmazonBasics-Purple-Washable-0-24-oz-30-Pack/dp/B07H415XCM/ref=zg_bs_g_arts-crafts_d_sccl_22/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
472,B0716K2W1K,"31,178","https://images-na.ssl-images-amazon.com/images/I/A1rdWM4dsmL._AC_UL300_SR300,200_.jpg",$6.99,73,4.3,"ZEFFFKA Denim Iron-on Patches Inside & Outside Strongest Glue 100% Cotton Black and White Repair Decorating Kit 12 Pieces Shades of Blue Size 3"" by 4-1/4"" (7.5 cm x 10.5 cm)",https://www.amazon.com/ZEFFFKA-Premium-Quality-Patches-Shades/dp/B0716K2W1K/ref=zg_bs_g_arts-crafts_d_sccl_23/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
473,B002YIP97K,"19,835","https://images-na.ssl-images-amazon.com/images/I/41Z+d41aH3L._AC_UL300_SR300,200_.jpg",,74,4.8,"Fiskars All Purpose Scissors, High Performance Cutting, Stainless Steel Blades, Ergonomic and Comfort Handles, Perfect for Arts and Crafts and the Office, Scissors for Office",https://www.amazon.com/FISKARS-All-Purpose-Scissors-Performance/dp/B002YIP97K/ref=zg_bs_g_arts-crafts_d_sccl_24/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
474,B001IKES5O,"31,408","https://images-na.ssl-images-amazon.com/images/I/61uQygFGhXL._AC_UL300_SR300,200_.jpg",$6.98,75,4.8,"Mod Podge Matte Sealer, Glue & Finish: All-in-One Craft Solution- Quick Dry, Easy Clean, for Wood, Paper, Fabric & More. Non-Toxic - Craft with Confidence, Made in USA, 16 oz., Pack of 1",https://www.amazon.com/Mod-Podge-Waterbase-16-Ounce-CS11302/dp/B001IKES5O/ref=zg_bs_g_arts-crafts_d_sccl_25/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
475,B001GAP4YA,"56,549","https://images-na.ssl-images-amazon.com/images/I/71Zfb4HTlIL._AC_UL300_SR300,200_.jpg",$11.99,76,4.6,"DAS Air-Hardening Modeling Clay, 2.2 Lb. Block, White Color (387500)",https://www.amazon.com/DAS-Hardening-Modeling-Pound-387500/dp/B001GAP4YA/ref=zg_bs_g_arts-crafts_d_sccl_26/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
476,B09C48JHRG,"5,437","https://images-na.ssl-images-amazon.com/images/I/51feIZc7isL._AC_UL300_SR300,200_.jpg",$5.95,77,4.3,"OZXTYO Triangle Tailors Chalk,Sewing Fabric Chalk and Fabric Markers for Quilting,Sewing Supplies Accessories (10Pcs)",https://www.amazon.com/ZXTY-Triangle-Quilting-Supplies-Accessories/dp/B09C48JHRG/ref=zg_bs_g_arts-crafts_d_sccl_27/131-1634265-9121701?psc=1,"Arts, Crafts & Sewing",2
