,asin,num_ratings,photo_url,price,rank,star_rating,title,url,department,page
0,B0CJM1GNFQ,"51,377","https://images-na.ssl-images-amazon.com/images/I/51s-dIOI5zL._AC_UL300_SR300,200_.jpg",$34.99,1,4.7,"Amazon Fire TV Stick 4K (newest model) with AI-powered Fire TV Search, Wi-Fi 6, stream over 1.5 million movies and shows, free & live TV",https://www.amazon.com/Amazon-Fire-TV-Stick-4K-streaming-device/dp/B0CJM1GNFQ/ref=zg_bs_g_amazon-devices_d_sccl_1/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
1,B0CQMRKRV5,"3,583","https://images-na.ssl-images-amazon.com/images/I/51GHEdUznQL._AC_UL300_SR300,200_.jpg",$29.99,2,4.6,"Amazon Fire TV Stick HD (newest model), free and live TV, Alexa Voice Remote, smart home controls, HD streaming",https://www.amazon.com/amazon-fire-tv-stick-hd/dp/B0CQMRKRV5/ref=zg_bs_g_amazon-devices_d_sccl_2/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
2,B0BP9SNVH9,"42,696","https://images-na.ssl-images-amazon.com/images/I/518n2Z-ETbL._AC_UL300_SR300,200_.jpg",$44.99,3,4.6,"Amazon Fire TV Stick 4K Max (newest model), our most powerful 4K streaming stick with Wi-Fi 6E support, 16GB Storage, free and live tv",https://www.amazon.com/all-new-amazon-fire-tv-stick-4k-max/dp/B0BP9SNVH9/ref=zg_bs_g_amazon-devices_d_sccl_3/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
3,B0CFPJYX7P,"2,114","https://images-na.ssl-images-amazon.com/images/I/61MdbBO+SEL._AC_UL300_SR300,200_.jpg",$159.99,4,4.4,"All-new Amazon Kindle Paperwhite (16 GB) – Our fastest Kindle ever, with new 7"" glare-free display and weeks of battery life – Black",https://www.amazon.com/All-new-Amazon-Kindle-Paperwhite-glare-free/dp/B0CFPJYX7P/ref=zg_bs_g_amazon-devices_d_sccl_4/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
4,B0BZWRSRWV,"4,139","https://images-na.ssl-images-amazon.com/images/I/61vE894jVGL._AC_UL300_SR300,200_.jpg",$99.99,5,4.5,"All-new Ring Battery Doorbell, Head-to-Toe Video, Live View with Two-Way Talk, and Motion Detection & Alerts (2024 release), Satin Nickel",https://www.amazon.com/Ring-Battery-Doorbell-Head-to-Toe-Video-Satin-Nickel/dp/B0BZWRSRWV/ref=zg_bs_g_amazon-devices_d_sccl_5/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
5,B09B8V1LZ3,"140,574","https://images-na.ssl-images-amazon.com/images/I/710exCeNPJL._AC_UL300_SR300,200_.jpg",$49.99,6,4.6,"Amazon Echo Dot (newest model), With bigger vibrant sound, helpful routines and Alexa, Charcoal",https://www.amazon.com/Amazon-vibrant-helpful-routines-Charcoal/dp/B09B8V1LZ3/ref=zg_bs_g_amazon-devices_d_sccl_6/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
6,B08SG2MS3V,"156,317","https://images-na.ssl-images-amazon.com/images/I/41te-uzWxDL._AC_UL300_SR300,200_.jpg",$59.99,7,4.2,"Blink Video Doorbell (newest model), Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)",https://www.amazon.com/Blink-Video-Doorbell/dp/B08SG2MS3V/ref=zg_bs_g_amazon-devices_d_sccl_7/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
7,B09L45VFCN,"40,842","https://images-na.ssl-images-amazon.com/images/I/61OIHg12JiL._AC_UL300_SR300,200_.jpg",$34.99,8,4.6,Ring Chime,https://www.amazon.com/Ring-Chime/dp/B09L45VFCN/ref=zg_bs_g_amazon-devices_d_sccl_8/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
8,B0CNVCQZG1,"1,489","https://images-na.ssl-images-amazon.com/images/I/51jbB7VdmmL._AC_UL300_SR300,200_.jpg",$109.99,9,4.5,"New Amazon Kindle (16 GB) - Lightest and most compact Kindle, with glare-free display, faster page turns, adjustable front light, and long battery life - Matcha",https://www.amazon.com/Amazon-Kindle/dp/B0CNVCQZG1/ref=zg_bs_g_amazon-devices_d_sccl_9/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
9,B07X6C9RMF,"296,367","https://images-na.ssl-images-amazon.com/images/I/31k4JysPQ5L._AC_UL300_SR300,200_.jpg",$29.99,10,4.4,"Blink Mini - Compact indoor plug-in smart security camera, 1080p HD video, night vision, motion detection, two-way audio, easy set up, Works with Alexa – 1 camera (White)",https://www.amazon.com/Blink-Mini-White-1Cam/dp/B07X6C9RMF/ref=zg_bs_g_amazon-devices_d_sccl_10/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
10,B089DR29T6,"566,768","https://images-na.ssl-images-amazon.com/images/I/411tekLceiL._AC_UL300_SR300,200_.jpg",$24.99,11,4.7,"Amazon Smart Plug | Works with Alexa | Simple setup, endless possibilities",https://www.amazon.com/Amazon-smart-plug-works-with-Alexa/dp/B089DR29T6/ref=zg_bs_g_amazon-devices_d_sccl_11/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
11,B08C1W5N87,"505,222","https://images-na.ssl-images-amazon.com/images/I/51TjJOTfslL._AC_UL300_SR300,200_.jpg",$29.99,12,4.7,"Amazon Fire TV Stick, sharp picture quality, fast streaming, free & live TV, Alexa Voice Remote with TV controls",https://www.amazon.com/fire-tv-stick-with-3rd-gen-alexa-voice-remote/dp/B08C1W5N87/ref=zg_bs_g_amazon-devices_d_sccl_12/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
12,B076JKHDQT,"127,803","https://images-na.ssl-images-amazon.com/images/I/51kpytThp1L._AC_UL300_SR300,200_.jpg",$34.99,13,4.7,Ring Rechargeable Quick Release Battery Pack,https://www.amazon.com/Ring-Rechargeable-Battery-Pack/dp/B076JKHDQT/ref=zg_bs_g_amazon-devices_d_sccl_13/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
13,B0B6GLQJMV,"23,802","https://images-na.ssl-images-amazon.com/images/I/51keHnu-7YL._AC_UL300_SR300,200_.jpg",$59.99,14,4.7,"Ring Indoor Cam (2nd Gen) | latest generation, 2023 release | 1080p HD Video & Color Night Vision, Two-Way Talk, and Manual Audio & Video Privacy Cover | White",https://www.amazon.com/introducing-the-all-new-Ring-Indoor-Cam/dp/B0B6GLQJMV/ref=zg_bs_g_amazon-devices_d_sccl_14/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
14,B0CNV9F72P,"1,489","https://images-na.ssl-images-amazon.com/images/I/51-PfgC9RBL._AC_UL300_SR300,200_.jpg",$109.99,15,4.5,"New Amazon Kindle (16 GB) - Lightest and most compact Kindle, with glare-free display, faster page turns, adjustable front light, and long battery life - Black",https://www.amazon.com/Amazon-Kindle/dp/B0CNV9F72P/ref=zg_bs_g_amazon-devices_d_sccl_15/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
15,B0CFPHV9ZN,"2,114","https://images-na.ssl-images-amazon.com/images/I/719ws-Z0IyL._AC_UL300_SR300,200_.jpg",$159.99,16,4.4,"All-new Amazon Kindle Paperwhite (16 GB) – Our fastest Kindle ever, with new 7"" glare-free display and weeks of battery life – Jade",https://www.amazon.com/All-new-Amazon-Kindle-Paperwhite-glare-free/dp/B0CFPHV9ZN/ref=zg_bs_g_amazon-devices_d_sccl_16/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
16,B09WNK39JN,"73,982","https://images-na.ssl-images-amazon.com/images/I/61V5FRUgX8L._AC_UL300_SR300,200_.jpg",$39.99,17,4.7,"Amazon Echo Pop (newest model), Full sound compact smart speaker with Alexa, Charcoal",https://www.amazon.com/Amazon-Echo-Alexa-fits-anywhere/dp/B09WNK39JN/ref=zg_bs_g_amazon-devices_d_sccl_17/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
17,B09RX4HKTD,"17,897","https://images-na.ssl-images-amazon.com/images/I/41iVZDyWsML._AC_UL300_SR300,200_.jpg",$27.99,18,4.5,"Amazon Fire TV Alexa Voice Remote Pro (newest model) with remote finder, TV controls, and backlit buttons",https://www.amazon.com/Introducing-alexa-voice-remote-pro/dp/B09RX4HKTD/ref=zg_bs_g_amazon-devices_d_sccl_18/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
18,B0C8RR4WN3,"1,440","https://images-na.ssl-images-amazon.com/images/I/710-budOI2L._AC_UL300_SR300,200_.jpg",$199.99,19,4.5,"All-new Amazon Kindle Paperwhite Signature Edition (32 GB) – Our fastest Kindle with auto-adjusting front light, wireless charging, and weeks of battery life – Metallic Black",https://www.amazon.com/All-new-Amazon-Kindle-Paperwhite-Signature/dp/B0C8RR4WN3/ref=zg_bs_g_amazon-devices_d_sccl_19/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
19,B0CFPTK5JG,"2,114","https://images-na.ssl-images-amazon.com/images/I/711DIBehMTL._AC_UL300_SR300,200_.jpg",$159.99,20,4.4,"All-new Amazon Kindle Paperwhite (16 GB) – Our fastest Kindle ever, with new 7"" glare-free display and weeks of battery life – Raspberry",https://www.amazon.com/All-new-Amazon-Kindle-Paperwhite-glare-free/dp/B0CFPTK5JG/ref=zg_bs_g_amazon-devices_d_sccl_20/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
20,B01I0IGFKC,"15,991","https://images-na.ssl-images-amazon.com/images/I/81hss7SMd7L._AC_UL300_SR300,200_.jpg",$19.99,21,4.7,"Amazon 9W Official OEM USB Charger and Power Adapter for Fire Tablets, Kindle eReaders, and Echo Dot",https://www.amazon.com/Amazon-Official-Charger-Adapter-eReaders/dp/B01I0IGFKC/ref=zg_bs_g_amazon-devices_d_sccl_21/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
21,B08CKHPP52,"75,155","https://images-na.ssl-images-amazon.com/images/I/71bgyic1TQL._AC_UL300_SR300,200_.jpg",$49.99,22,4.5,"Ring Video Doorbell Wired (newest model), Use Two-Way Talk, advanced motion detection, HD camera and real-time alerts to monitor your front door (wiring required)",https://www.amazon.com/Ring-Video-Doorbell-Wired/dp/B08CKHPP52/ref=zg_bs_g_amazon-devices_d_sccl_22/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
22,B07WML2XTD,"53,085","https://images-na.ssl-images-amazon.com/images/I/81WsSyAYxHL._AC_UL300_SR300,200_.jpg",$59.99,23,4.6,Ring Chime Pro,https://www.amazon.com/Ring-Chime-Pro/dp/B07WML2XTD/ref=zg_bs_g_amazon-devices_d_sccl_23/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
23,B09B2SBHQK,"39,850","https://images-na.ssl-images-amazon.com/images/I/51CYzU8PL4L._AC_UL300_SR300,200_.jpg",$69.99,24,4.4,"Amazon Echo Show 5 (newest model), Smart display with 2x the bass and clearer sound, Charcoal",https://www.amazon.com/All-new-Echo-Show-5/dp/B09B2SBHQK/ref=zg_bs_g_amazon-devices_d_sccl_24/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
24,B0BWWZXWPL,"5,636","https://images-na.ssl-images-amazon.com/images/I/31tp0vzZwRL._AC_UL300_SR300,200_.jpg",$39.99,25,4.4,"Blink Mini 2 (newest model), Plug-in smart security camera, HD night view in color, built-in spotlight, two-way audio, motion detection, Works with Alexa (White)",https://www.amazon.com/Blink-Mini-2-Camera-White/dp/B0BWWZXWPL/ref=zg_bs_g_amazon-devices_d_sccl_25/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
25,B09JZ5BG26,"16,498","https://images-na.ssl-images-amazon.com/images/I/61ZtK6Lp4NL._AC_UL300_SR300,200_.jpg",$169.99,26,4.6,"Ring Spotlight Cam Plus, Battery | Two-Way Talk, Color Night Vision, and Security Siren (2022 release) - White",https://www.amazon.com/Ring-Spotlight-Cam-Plus-Battery-White/dp/B09JZ5BG26/ref=zg_bs_g_amazon-devices_d_sccl_26/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
26,B0BHZT5S12,"8,612","https://images-na.ssl-images-amazon.com/images/I/71t3j00C-yL._AC_UL300_SR300,200_.jpg",$139.99,27,4.5,"Amazon Fire HD 10 tablet (newest model) built for relaxation, 10.1"" vibrant Full HD screen, octa-core processor, 3 GB RAM, 32 GB, Black",https://www.amazon.com/Amazon_Fire_HD_10/dp/B0BHZT5S12/ref=zg_bs_g_amazon-devices_d_sccl_27/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
27,B0BFC7WQ6R,"17,259","https://images-na.ssl-images-amazon.com/images/I/61TuF2ElKgL._AC_UL300_SR300,200_.jpg",$79.99,28,4.6,"Amazon Echo Spot (2024 release), Smart alarm clock with vibrant sound + Alexa, Black",https://www.amazon.com/All-new-Amazon-Echo-Spot-2024-release-Smart-alarm-clock-with-vibrant-sound-Alexa-Black/dp/B0BFC7WQ6R/ref=zg_bs_g_amazon-devices_d_sccl_28/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
28,B09B93ZDG4,"140,574","https://images-na.ssl-images-amazon.com/images/I/619hX-YnuKL._AC_UL300_SR300,200_.jpg",$49.99,29,4.6,"Amazon Echo Dot (newest model), With bigger vibrant sound, helpful routines and Alexa, Deep Sea Blue",https://www.amazon.com/release-bigger-vibrant-helpful-routines/dp/B09B93ZDG4/ref=zg_bs_g_amazon-devices_d_sccl_29/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
29,B09WZBPX7K,"9,618","https://images-na.ssl-images-amazon.com/images/I/61MBp1T6huL._AC_UL300_SR300,200_.jpg",$149.99,30,4.6,"Ring Battery Doorbell Plus (newest model) | Head-to-Toe HD+ Video, motion detection & alerts, and Two-Way Talk",https://www.amazon.com/All-new-Ring-Battery-Doorbell-detection/dp/B09WZBPX7K/ref=zg_bs_g_amazon-devices_d_sccl_30/144-5451170-7524417?psc=1,Amazon Devices & Accessories,1
30,B0BCMND272,10498,https://m.media-amazon.com/images/I/41KPMYMrEqL._AC_SL500_.jpg,139.99,31,4.4,INSIGNIA 42-inch Class F20 Series Smart Full HD 1080p Fire TV with Alexa Voice Remote (NS-42F201NA23),https://www.amazon.com/insignia-fire-tv-42-inch-class-f20-series-hd-smart-tv/dp/B0BCMND272,Amazon Devices & Accessories,1
31,B0CM7X424T,1183,https://m.media-amazon.com/images/I/41kN0EvrBBL._AC_SL500_.jpg,36.99,32,4.7,"All-new Amazon Kindle Paperwhite and Kindle Colorsoft Signature Edition Case, Lightweight and Water-Safe, Foldable Protective Cover - Fabric",https://www.amazon.com/Amazon-Paperwhite-Lightweight-Water-Safe-Protective/dp/B0CM7X424T,Amazon Devices & Accessories,1
32,B084RQ6MHJ,44059,https://m.media-amazon.com/images/I/31jEg7XYKbL._AC_SL500_.jpg,49.99,33,4.4,Blink Add-On Sync Module 2,https://www.amazon.com/Blink-Sync-Module-2/dp/B084RQ6MHJ,Amazon Devices & Accessories,1
33,B0BXFWJ63S,1023,https://m.media-amazon.com/images/I/31f3bj9o63L._AC_SL500_.jpg,25.99,34,4.4,"Like-New Amazon Fire TV Stick 4K streaming device, more than 1.5 million movies and TV episodes, supports Wi-Fi 6, watch free & live TV",https://www.amazon.com/Like-New-Amazon-streaming-episodes-supports/dp/B0BXFWJ63S,Amazon Devices & Accessories,1
34,B0C5QRZ47P,72690,https://m.media-amazon.com/images/I/315F7FuF3tL._AC_SL500_.jpg,99.99,35,4.6,"Ring Stick Up Cam Battery | Weather-Resistant Outdoor Camera, Live View, Color Night Vision, Two-way Talk, Motion alerts, Works with Alexa | White",https://www.amazon.com/Ring-Battery-security-privacy-controls/dp/B0C5QRZ47P,Amazon Devices & Accessories,1
35,B078KSHVCS,66936,https://m.media-amazon.com/images/I/31Ejy0zRRRL._AC_SL500_.jpg,24.99,36,4.6,"Made for Amazon, USB Power Cable (Eliminates the Need for AC Adapter)",https://www.amazon.com/Amazon-Mission-Power-Eliminates-Adapter/dp/B078KSHVCS,Amazon Devices & Accessories,1
36,B09N6YCT3Y,16678,https://m.media-amazon.com/images/I/31nxY9mlVwL._AC_SL500_.jpg,39.99,37,4.5,"Blink Mini Pan-Tilt Camera (newest model), Rotating indoor plug-in smart security camera, two-way audio, HD video, motion detection, Works with Alexa (White)",https://www.amazon.com/Blink-Mini-Pan-Tilt-Camera-White/dp/B09N6YCT3Y,Amazon Devices & Accessories,1
37,B07XKF5RM3,149041,https://m.media-amazon.com/images/I/41jQA+GKpQL._AC_SL500_.jpg,99.99,38,4.7,"Amazon Echo (newest model), With premium sound, smart home hub, and Alexa, Charcoal",https://www.amazon.com/Echo-4th-Gen/dp/B07XKF5RM3,Amazon Devices & Accessories,1
38,B0CT2N9MBQ,429,https://m.media-amazon.com/images/I/41ONZwYJdeL._AC_SL500_.jpg,39.99,39,4.3,"All New, Made for Amazon, Wireless Charging Dock for Kindle Paperwhite Signature Editions (2022 & 2024 Releases) and Kindle Colorsoft Signature Edition (2024 Release)",https://www.amazon.com/Wireless-Charging-Paperwhite-Signature-Colorsoft/dp/B0CT2N9MBQ,Amazon Devices & Accessories,1
39,B09ZXLRRHY,73982,https://m.media-amazon.com/images/I/519h2EmX8wL._AC_SL500_.jpg,39.99,40,4.7,"Amazon Echo Pop (newest model), Full sound compact smart speaker with Alexa, Glacier White",https://www.amazon.com/Amazon-Echo-Alexa-fits-anywhere/dp/B09ZXLRRHY,Amazon Devices & Accessories,1
40,B09ZX1LRXX,73982,https://m.media-amazon.com/images/I/51YHkuLzuoL._AC_SL500_.jpg,39.99,41,4.7,"Amazon Echo Pop (newest model), Full sound compact smart speaker with Alexa, Midnight Teal",https://www.amazon.com/Amazon-Echo-Alexa-fits-anywhere/dp/B09ZX1LRXX,Amazon Devices & Accessories,1
41,B09BZZ3MM7,12557,https://m.media-amazon.com/images/I/41dCkiB3f5L._AC_SL500_.jpg,109.99,42,4.5,"Amazon Fire TV Cube (newest model) with AI-powered Fire TV Search, Hands-free streaming device with Alexa, Wi-Fi 6E, 4K Ultra HD",https://www.amazon.com/All-new-fire-tv-cube-4k-streaming-device/dp/B09BZZ3MM7,Amazon Devices & Accessories,1
42,B0CM7RF1KR,1183,https://m.media-amazon.com/images/I/41bSHGvO0xL._AC_SL500_.jpg,36.99,43,4.7,"All-new Amazon Kindle Paperwhite and Kindle Colorsoft Signature Edition Case, Lightweight and Water-Safe, Foldable Protective Cover - Fabric",https://www.amazon.com/Amazon-Paperwhite-Lightweight-Water-Safe-Protective/dp/B0CM7RF1KR,Amazon Devices & Accessories,1
43,B08F6GPQQ7,38201,https://m.media-amazon.com/images/I/21HKmQFTlUS._AC_SL500_.jpg,199.99,44,4.7,"Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)",https://www.amazon.com/Ring-Floodlight-Cam-Wired-Plus/dp/B08F6GPQQ7,Amazon Devices & Accessories,1
44,B091G4YP57,74523,https://m.media-amazon.com/images/I/31dIdIfy6GL._AC_SL500_.jpg,29.99,45,4.6,"Amazon Fire TV Stick Lite, free and live TV, Alexa Voice Remote Lite, smart home controls, HD streaming",https://www.amazon.com/fire-tv-stick-lite-latest-alexa-voice-remote-lite/dp/B091G4YP57,Amazon Devices & Accessories,1
45,B09ZXJDSL5,73982,https://m.media-amazon.com/images/I/51ReYb5WhdL._AC_SL500_.jpg,39.99,46,4.7,"Amazon Echo Pop (newest model), Full sound compact smart speaker with Alexa, Lavender Bloom",https://www.amazon.com/Amazon-Echo-Alexa-fits-anywhere/dp/B09ZXJDSL5,Amazon Devices & Accessories,1
46,B0BLS3Y632,16893,https://m.media-amazon.com/images/I/31vBM9LK3CL._AC_SL500_.jpg,149.99,47,4.5,"Amazon Echo Show 8 (newest model), With Spatial Audio, Smart Home Hub, and Alexa, Charcoal",https://www.amazon.com/All-New-Echo-Show-8/dp/B0BLS3Y632,Amazon Devices & Accessories,1
47,B08CKJV9Z6,127803,https://m.media-amazon.com/images/I/21VvxFrR5YL._AC_SL500_.jpg,29.99,48,4.7,Ring Charging Station for Quick Release Battery Packs,https://www.amazon.com/Ring-Charging-Station-Release-Battery/dp/B08CKJV9Z6,Amazon Devices & Accessories,1
48,B0CG2VS5FD,1736,https://m.media-amazon.com/images/I/21jtRUEo0UL._AC_SL500_.jpg,79.99,49,4.7,"Ring Pan-Tilt Indoor Cam | See all around with 360° pan coverage, HD video, plus Two-Way Talk (2024 release) | White",https://www.amazon.com/Ring-Pan-Tilt-Indoor-Cam-White/dp/B0CG2VS5FD,Amazon Devices & Accessories,1
49,B0B6GJBKRK,23802,https://m.media-amazon.com/images/I/21+nDLg3HgL._AC_SL500_.jpg,59.99,50,4.7,"Ring Indoor Cam (2nd Gen) | latest generation, 2023 release | 1080p HD Video & Color Night Vision, Two-Way Talk, and Manual Audio & Video Privacy Cover | Black",https://www.amazon.com/All-new-Ring-Two-Way-Privacy-release/dp/B0B6GJBKRK,Amazon Devices & Accessories,1
50,B0BLS3QJTX,"16,893","https://images-na.ssl-images-amazon.com/images/I/51klK9TdlSL._AC_UL300_SR300,200_.jpg",$149.99,51,4.5,"Amazon Echo Show 8 (newest model), With Spatial Audio, Smart Home Hub, and Alexa, Glacier White",https://www.amazon.com/All-new-Echo-Show-8/dp/B0BLS3QJTX/ref=zg_bs_g_amazon-devices_d_sccl_1/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
51,B09B2SRGXH,"39,850","https://images-na.ssl-images-amazon.com/images/I/51v0tyxYrjL._AC_UL300_SR300,200_.jpg",$69.99,52,4.4,"Amazon Echo Show 5 (newest model), Smart display with 2x the bass and clearer sound, Cloud Blue",https://www.amazon.com/All-new-release-display-deeper-clearer/dp/B09B2SRGXH/ref=zg_bs_g_amazon-devices_d_sccl_2/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
52,B0CJDSNN4T,"9,539","https://images-na.ssl-images-amazon.com/images/I/418UoVylqyL._AC_UL300_SR300,200_.jpg",$119.99,53,4.4,"Amazon Fire TV 32"" 2-Series (newest model), HD smart TV with Fire TV Alexa Voice Remote, stream live TV without cable",https://www.amazon.com/amazon-fire-tv-32-inch-2-series-hd-smart-tv/dp/B0CJDSNN4T/ref=zg_bs_g_amazon-devices_d_sccl_3/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
53,B013TMNPBQ,"91,585","https://images-na.ssl-images-amazon.com/images/I/81dQGd03YHL._AC_UL300_SR300,200_.jpg",$13.68,54,4.6,Made for Amazon SanDisk 128GB microSD Memory Card for Fire Tablets and Fire -TV,https://www.amazon.com/SanDisk-micro-Memory-Card-Tablets/dp/B013TMNPBQ/ref=zg_bs_g_amazon-devices_d_sccl_4/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
54,B09CKN55DW,664,"https://images-na.ssl-images-amazon.com/images/I/61gGDMgEgAL._AC_UL300_SR300,200_.jpg",$89.99,55,4.3,"Ring Stick Up Cam Pro, Battery | Two-Way Talk with Audio+, 3D Motion Detection with Bird’s Eye Zones, and 1080p HDR Video & Color Night Vision (2023 release), White",https://www.amazon.com/Ring-Stick-Up-Cam-Pro/dp/B09CKN55DW/ref=zg_bs_g_amazon-devices_d_sccl_5/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
55,B085VQVPJK,"6,661","https://images-na.ssl-images-amazon.com/images/I/41zvtCymtnL._AC_UL300_SR300,200_.jpg",$79.99,56,4.5,"Amazon eero 6 mesh wifi extender - Add up to 1,500 sq. ft. of Wi-Fi 6 coverage to your existing eero mesh wifi network",https://www.amazon.com/Eero-6-Extender/dp/B085VQVPJK/ref=zg_bs_g_amazon-devices_d_sccl_6/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
56,B0B27JY45L,"8,987","https://images-na.ssl-images-amazon.com/images/I/61Qebc4CQoL._AC_UL300_SR300,200_.jpg",$59.99,57,4.6,"Ring Solar Panel (2nd Generation), 4W for Stick Up Cam, Stick Up Cam Pro, Spotlight Cam Plus, Spotlight Cam Pro - White",https://www.amazon.com/Ring-Solar-Panel-Generation-Spotlight/dp/B0B27JY45L/ref=zg_bs_g_amazon-devices_d_sccl_7/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
57,B07KRY43KN,"50,473","https://images-na.ssl-images-amazon.com/images/I/61kaGoho9HL._AC_UL300_SR300,200_.jpg",$29.99,58,4.5,"Echo Glow - Multicolor smart lamp, Works with Alexa",https://www.amazon.com/Echo-Glow/dp/B07KRY43KN/ref=zg_bs_g_amazon-devices_d_sccl_8/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
58,B0CG2JMX5X,"11,468","https://images-na.ssl-images-amazon.com/images/I/41DYTjx2nML._AC_UL300_SR300,200_.jpg",$19.99,59,4.3,"Ring No-Drill Mount for Ring Video Doorbell 3, Video Doorbell 3 Plus, Video Doorbell 4, Battery Doorbell Plus, Battery Doorbell Pro and Battery Doorbell",https://www.amazon.com/All-new-Ring-No-Drill-Battery-Doorbell/dp/B0CG2JMX5X/ref=zg_bs_g_amazon-devices_d_sccl_9/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
59,B0CN3XR57P,"2,029","https://images-na.ssl-images-amazon.com/images/I/71Zhbltz2UL._AC_UL300_SR300,200_.jpg",$279.99,60,2.9,"Introducing Amazon Kindle Colorsoft Signature Edition (32 GB) – With color display, auto-adjusting front light, wireless charging, and long battery life - Metallic Black",https://www.amazon.com/All-New-Amazon-Kindle-Colorsoft-Signature-Edition/dp/B0CN3XR57P/ref=zg_bs_g_amazon-devices_d_sccl_10/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
60,B07VHZ41L8,"51,882","https://images-na.ssl-images-amazon.com/images/I/51mZTrzrBqL._AC_UL300_SR300,200_.jpg",$249.99,61,4.5,"Amazon Echo Show 10 (newest model), HD smart display with premium sound, motion and Alexa, Charcoal",https://www.amazon.com/echo-show-10/dp/B07VHZ41L8/ref=zg_bs_g_amazon-devices_d_sccl_11/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
61,B0CVDN4QS6,"1,146","https://images-na.ssl-images-amazon.com/images/I/61D5SugNa6L._AC_UL300_SR300,200_.jpg",$99.99,62,4.4,"New Amazon Fire HD 8 tablet, 8” HD Display, 3GB memory, 32GB, designed for portable entertainment, Black, (2024 release)",https://www.amazon.com/Fire-HD-8-Tablet-Black-32GB/dp/B0CVDN4QS6/ref=zg_bs_g_amazon-devices_d_sccl_12/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
62,B0BCMRRKRX,"10,498","https://images-na.ssl-images-amazon.com/images/I/81XOnH1jAfL._AC_UL300_SR300,200_.jpg",$99.99,63,4.4,INSIGNIA 32-inch Class F20 Series Smart Full HD 1080p Fire TV with Alexa Voice Remote (NS-32F202NA23),https://www.amazon.com/insignia-fire-tv-32-inch-class-f20-series-hd-smart-tv/dp/B0BCMRRKRX/ref=zg_bs_g_amazon-devices_d_sccl_13/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
63,B0B1VQ1ZQY,"11,128","https://images-na.ssl-images-amazon.com/images/I/71wk6xXIzPL._AC_UL300_SR300,200_.jpg",$184.99,64,4.4,"Amazon Fire Max 11 tablet (newest model) vivid 11” display, all-in-one for streaming, reading, and gaming, 14-hour battery life, optional stylus and keyboard, 64 GB, Gray",https://www.amazon.com/Amazon-powerful-display-octa-core-processor/dp/B0B1VQ1ZQY/ref=zg_bs_g_amazon-devices_d_sccl_14/144-5451170-7524417?psc=1,Amazon Devices & Accessories,2
